id n pop length mu rec
locus94 50 1 100 1e-08 0
locus94 50 2 100 1e-08 0
locus95 50 1 100 1e-08 0
locus95 50 2 100 1e-08 0
locus96 50 1 100 1e-08 0
locus96 50 2 100 1e-08 0
locus97 50 1 100 1e-08 0
locus97 50 2 100 1e-08 0
locus98 50 1 100 1e-08 0
locus98 50 2 100 1e-08 0
locus99 50 1 100 1e-08 0
locus99 50 2 100 1e-08 0
locus100 50 1 100 1e-08 0
locus100 50 2 100 1e-08 0
locus101 50 1 100 1e-08 0
locus101 50 2 100 1e-08 0
locus102 50 1 100 1e-08 0
locus102 50 2 100 1e-08 0
locus103 50 1 100 1e-08 0
locus103 50 2 100 1e-08 0
locus104 50 1 100 1e-08 0
locus104 50 2 100 1e-08 0
locus105 50 1 100 1e-08 0
locus105 50 2 100 1e-08 0
locus106 50 1 100 1e-08 0
locus106 50 2 100 1e-08 0
locus107 50 1 100 1e-08 0
locus107 50 2 100 1e-08 0
locus108 50 1 100 1e-08 0
locus108 50 2 100 1e-08 0
locus109 50 1 100 1e-08 0
locus109 50 2 100 1e-08 0
locus110 50 1 100 1e-08 0
locus110 50 2 100 1e-08 0
locus111 50 1 100 1e-08 0
locus111 50 2 100 1e-08 0
locus112 50 1 100 1e-08 0
locus112 50 2 100 1e-08 0
locus113 50 1 100 1e-08 0
locus113 50 2 100 1e-08 0
locus114 50 1 100 1e-08 0
locus114 50 2 100 1e-08 0
locus115 50 1 100 1e-08 0
locus115 50 2 100 1e-08 0
locus116 50 1 100 1e-08 0
locus116 50 2 100 1e-08 0
locus117 50 1 100 1e-08 0
locus117 50 2 100 1e-08 0
locus118 50 1 100 1e-08 0
locus118 50 2 100 1e-08 0
locus119 50 1 100 1e-08 0
locus119 50 2 100 1e-08 0
locus120 50 1 100 1e-08 0
locus120 50 2 100 1e-08 0
locus121 50 1 100 1e-08 0
locus121 50 2 100 1e-08 0
locus122 50 1 100 1e-08 0
locus122 50 2 100 1e-08 0
locus123 50 1 100 1e-08 0
locus123 50 2 100 1e-08 0
locus124 50 1 100 1e-08 0
locus124 50 2 100 1e-08 0
locus125 50 1 100 1e-08 0
locus125 50 2 100 1e-08 0
locus126 50 1 100 1e-08 0
locus126 50 2 100 1e-08 0
locus127 50 1 100 1e-08 0
locus127 50 2 100 1e-08 0
locus128 50 1 100 1e-08 0
locus128 50 2 100 1e-08 0
locus129 50 1 100 1e-08 0
locus129 50 2 100 1e-08 0
locus130 50 1 100 1e-08 0
locus130 50 2 100 1e-08 0
locus131 50 1 100 1e-08 0
locus131 50 2 100 1e-08 0
locus132 50 1 100 1e-08 0
locus132 50 2 100 1e-08 0
locus133 50 1 100 1e-08 0
locus133 50 2 100 1e-08 0
locus134 50 1 100 1e-08 0
locus134 50 2 100 1e-08 0
locus135 50 1 100 1e-08 0
locus135 50 2 100 1e-08 0
locus136 50 1 100 1e-08 0
locus136 50 2 100 1e-08 0
locus137 50 1 100 1e-08 0
locus137 50 2 100 1e-08 0
locus138 50 1 100 1e-08 0
locus138 50 2 100 1e-08 0
locus139 50 1 100 1e-08 0
locus139 50 2 100 1e-08 0
locus140 50 1 100 1e-08 0
locus140 50 2 100 1e-08 0
locus141 50 1 100 1e-08 0
locus141 50 2 100 1e-08 0
locus142 50 1 100 1e-08 0
locus142 50 2 100 1e-08 0
locus143 50 1 100 1e-08 0
locus143 50 2 100 1e-08 0
locus144 50 1 100 1e-08 0
locus144 50 2 100 1e-08 0
locus145 50 1 100 1e-08 0
locus145 50 2 100 1e-08 0
locus146 50 1 100 1e-08 0
locus146 50 2 100 1e-08 0
locus147 50 1 100 1e-08 0
locus147 50 2 100 1e-08 0
locus148 50 1 100 1e-08 0
locus148 50 2 100 1e-08 0
locus149 50 1 100 1e-08 0
locus149 50 2 100 1e-08 0
locus150 50 1 100 1e-08 0
locus150 50 2 100 1e-08 0
locus151 50 1 100 1e-08 0
locus151 50 2 100 1e-08 0
locus152 50 1 100 1e-08 0
locus152 50 2 100 1e-08 0
locus153 50 1 100 1e-08 0
locus153 50 2 100 1e-08 0
locus154 50 1 100 1e-08 0
locus154 50 2 100 1e-08 0
locus155 50 1 100 1e-08 0
locus155 50 2 100 1e-08 0
locus156 50 1 100 1e-08 0
locus156 50 2 100 1e-08 0
locus157 50 1 100 1e-08 0
locus157 50 2 100 1e-08 0
locus158 50 1 100 1e-08 0
locus158 50 2 100 1e-08 0
locus159 50 1 100 1e-08 0
locus159 50 2 100 1e-08 0
locus160 50 1 100 1e-08 0
locus160 50 2 100 1e-08 0
locus161 50 1 100 1e-08 0
locus161 50 2 100 1e-08 0
locus162 50 1 100 1e-08 0
locus162 50 2 100 1e-08 0
locus163 50 1 100 1e-08 0
locus163 50 2 100 1e-08 0
locus164 50 1 100 1e-08 0
locus164 50 2 100 1e-08 0
locus165 50 1 100 1e-08 0
locus165 50 2 100 1e-08 0
locus166 50 1 100 1e-08 0
locus166 50 2 100 1e-08 0
locus167 50 1 100 1e-08 0
locus167 50 2 100 1e-08 0
locus168 50 1 100 1e-08 0
locus168 50 2 100 1e-08 0
locus169 50 1 100 1e-08 0
locus169 50 2 100 1e-08 0
locus170 50 1 100 1e-08 0
locus170 50 2 100 1e-08 0
locus171 50 1 100 1e-08 0
locus171 50 2 100 1e-08 0
locus172 50 1 100 1e-08 0
locus172 50 2 100 1e-08 0
locus173 50 1 100 1e-08 0
locus173 50 2 100 1e-08 0
locus174 50 1 100 1e-08 0
locus174 50 2 100 1e-08 0
locus175 50 1 100 1e-08 0
locus175 50 2 100 1e-08 0
locus176 50 1 100 1e-08 0
locus176 50 2 100 1e-08 0
locus177 50 1 100 1e-08 0
locus177 50 2 100 1e-08 0
locus178 50 1 100 1e-08 0
locus178 50 2 100 1e-08 0
locus179 50 1 100 1e-08 0
locus179 50 2 100 1e-08 0
locus180 50 1 100 1e-08 0
locus180 50 2 100 1e-08 0
locus181 50 1 100 1e-08 0
locus181 50 2 100 1e-08 0
locus182 50 1 100 1e-08 0
locus182 50 2 100 1e-08 0
locus183 50 1 100 1e-08 0
locus183 50 2 100 1e-08 0
locus184 50 1 100 1e-08 0
locus184 50 2 100 1e-08 0
locus185 50 1 100 1e-08 0
locus185 50 2 100 1e-08 0
locus186 50 1 100 1e-08 0
locus186 50 2 100 1e-08 0
locus187 50 1 100 1e-08 0
locus187 50 2 100 1e-08 0
locus188 50 1 100 1e-08 0
locus188 50 2 100 1e-08 0
locus189 50 1 100 1e-08 0
locus189 50 2 100 1e-08 0
locus190 50 1 100 1e-08 0
locus190 50 2 100 1e-08 0
locus191 50 1 100 1e-08 0
locus191 50 2 100 1e-08 0
locus192 50 1 100 1e-08 0
locus192 50 2 100 1e-08 0
locus193 50 1 100 1e-08 0
locus193 50 2 100 1e-08 0
locus194 50 1 100 1e-08 0
locus194 50 2 100 1e-08 0
locus195 50 1 100 1e-08 0
locus195 50 2 100 1e-08 0
locus196 50 1 100 1e-08 0
locus196 50 2 100 1e-08 0
locus197 50 1 100 1e-08 0
locus197 50 2 100 1e-08 0
locus198 50 1 100 1e-08 0
locus198 50 2 100 1e-08 0
locus199 50 1 100 1e-08 0
locus199 50 2 100 1e-08 0
locus200 50 1 100 1e-08 0
locus200 50 2 100 1e-08 0
locus201 50 1 100 1e-08 0
locus201 50 2 100 1e-08 0
locus202 50 1 100 1e-08 0
locus202 50 2 100 1e-08 0
locus203 50 1 100 1e-08 0
locus203 50 2 100 1e-08 0
locus204 50 1 100 1e-08 0
locus204 50 2 100 1e-08 0
locus205 50 1 100 1e-08 0
locus205 50 2 100 1e-08 0
locus206 50 1 100 1e-08 0
locus206 50 2 100 1e-08 0
locus207 50 1 100 1e-08 0
locus207 50 2 100 1e-08 0
locus208 50 1 100 1e-08 0
locus208 50 2 100 1e-08 0
locus209 50 1 100 1e-08 0
locus209 50 2 100 1e-08 0
locus210 50 1 100 1e-08 0
locus210 50 2 100 1e-08 0
locus211 50 1 100 1e-08 0
locus211 50 2 100 1e-08 0
locus212 50 1 100 1e-08 0
locus212 50 2 100 1e-08 0
locus213 50 1 100 1e-08 0
locus213 50 2 100 1e-08 0
locus214 50 1 100 1e-08 0
locus214 50 2 100 1e-08 0
locus215 50 1 100 1e-08 0
locus215 50 2 100 1e-08 0
locus216 50 1 100 1e-08 0
locus216 50 2 100 1e-08 0
locus217 50 1 100 1e-08 0
locus217 50 2 100 1e-08 0
locus218 50 1 100 1e-08 0
locus218 50 2 100 1e-08 0
locus219 50 1 100 1e-08 0
locus219 50 2 100 1e-08 0
locus220 50 1 100 1e-08 0
locus220 50 2 100 1e-08 0
locus221 50 1 100 1e-08 0
locus221 50 2 100 1e-08 0
locus222 50 1 100 1e-08 0
locus222 50 2 100 1e-08 0
locus223 50 1 100 1e-08 0
locus223 50 2 100 1e-08 0
locus224 50 1 100 1e-08 0
locus224 50 2 100 1e-08 0
locus225 50 1 100 1e-08 0
locus225 50 2 100 1e-08 0
locus226 50 1 100 1e-08 0
locus226 50 2 100 1e-08 0
locus227 50 1 100 1e-08 0
locus227 50 2 100 1e-08 0
locus228 50 1 100 1e-08 0
locus228 50 2 100 1e-08 0
locus229 50 1 100 1e-08 0
locus229 50 2 100 1e-08 0
locus230 50 1 100 1e-08 0
locus230 50 2 100 1e-08 0
locus231 50 1 100 1e-08 0
locus231 50 2 100 1e-08 0
locus232 50 1 100 1e-08 0
locus232 50 2 100 1e-08 0
locus233 50 1 100 1e-08 0
locus233 50 2 100 1e-08 0
locus234 50 1 100 1e-08 0
locus234 50 2 100 1e-08 0
locus235 50 1 100 1e-08 0
locus235 50 2 100 1e-08 0
locus236 50 1 100 1e-08 0
locus236 50 2 100 1e-08 0
locus237 50 1 100 1e-08 0
locus237 50 2 100 1e-08 0
locus238 50 1 100 1e-08 0
locus238 50 2 100 1e-08 0
locus239 50 1 100 1e-08 0
locus239 50 2 100 1e-08 0
locus240 50 1 100 1e-08 0
locus240 50 2 100 1e-08 0
locus241 50 1 100 1e-08 0
locus241 50 2 100 1e-08 0
locus242 50 1 100 1e-08 0
locus242 50 2 100 1e-08 0
locus243 50 1 100 1e-08 0
locus243 50 2 100 1e-08 0
locus244 50 1 100 1e-08 0
locus244 50 2 100 1e-08 0
locus245 50 1 100 1e-08 0
locus245 50 2 100 1e-08 0
locus246 50 1 100 1e-08 0
locus246 50 2 100 1e-08 0
locus247 50 1 100 1e-08 0
locus247 50 2 100 1e-08 0
locus248 50 1 100 1e-08 0
locus248 50 2 100 1e-08 0
locus249 50 1 100 1e-08 0
locus249 50 2 100 1e-08 0
locus250 50 1 100 1e-08 0
locus250 50 2 100 1e-08 0
locus251 50 1 100 1e-08 0
locus251 50 2 100 1e-08 0
locus252 50 1 100 1e-08 0
locus252 50 2 100 1e-08 0
locus253 50 1 100 1e-08 0
locus253 50 2 100 1e-08 0
locus254 50 1 100 1e-08 0
locus254 50 2 100 1e-08 0
locus255 50 1 100 1e-08 0
locus255 50 2 100 1e-08 0
locus256 50 1 100 1e-08 0
locus256 50 2 100 1e-08 0
locus257 50 1 100 1e-08 0
locus257 50 2 100 1e-08 0
locus258 50 1 100 1e-08 0
locus258 50 2 100 1e-08 0
locus259 50 1 100 1e-08 0
locus259 50 2 100 1e-08 0
locus260 50 1 100 1e-08 0
locus260 50 2 100 1e-08 0
locus261 50 1 100 1e-08 0
locus261 50 2 100 1e-08 0
locus262 50 1 100 1e-08 0
locus262 50 2 100 1e-08 0
locus263 50 1 100 1e-08 0
locus263 50 2 100 1e-08 0
locus264 50 1 100 1e-08 0
locus264 50 2 100 1e-08 0
locus265 50 1 100 1e-08 0
locus265 50 2 100 1e-08 0
locus266 50 1 100 1e-08 0
locus266 50 2 100 1e-08 0
locus267 50 1 100 1e-08 0
locus267 50 2 100 1e-08 0
locus268 50 1 100 1e-08 0
locus268 50 2 100 1e-08 0
locus269 50 1 100 1e-08 0
locus269 50 2 100 1e-08 0
locus270 50 1 100 1e-08 0
locus270 50 2 100 1e-08 0
locus271 50 1 100 1e-08 0
locus271 50 2 100 1e-08 0
locus272 50 1 100 1e-08 0
locus272 50 2 100 1e-08 0
locus273 50 1 100 1e-08 0
locus273 50 2 100 1e-08 0
locus274 50 1 100 1e-08 0
locus274 50 2 100 1e-08 0
locus275 50 1 100 1e-08 0
locus275 50 2 100 1e-08 0
locus276 50 1 100 1e-08 0
locus276 50 2 100 1e-08 0
locus277 50 1 100 1e-08 0
locus277 50 2 100 1e-08 0
locus278 50 1 100 1e-08 0
locus278 50 2 100 1e-08 0
locus279 50 1 100 1e-08 0
locus279 50 2 100 1e-08 0
locus280 50 1 100 1e-08 0
locus280 50 2 100 1e-08 0
locus281 50 1 100 1e-08 0
locus281 50 2 100 1e-08 0
locus282 50 1 100 1e-08 0
locus282 50 2 100 1e-08 0
locus283 50 1 100 1e-08 0
locus283 50 2 100 1e-08 0
locus284 50 1 100 1e-08 0
locus284 50 2 100 1e-08 0
locus285 50 1 100 1e-08 0
locus285 50 2 100 1e-08 0
locus286 50 1 100 1e-08 0
locus286 50 2 100 1e-08 0
locus287 50 1 100 1e-08 0
locus287 50 2 100 1e-08 0
locus288 50 1 100 1e-08 0
locus288 50 2 100 1e-08 0
locus289 50 1 100 1e-08 0
locus289 50 2 100 1e-08 0
locus290 50 1 100 1e-08 0
locus290 50 2 100 1e-08 0
locus291 50 1 100 1e-08 0
locus291 50 2 100 1e-08 0
locus292 50 1 100 1e-08 0
locus292 50 2 100 1e-08 0
locus293 50 1 100 1e-08 0
locus293 50 2 100 1e-08 0
locus294 50 1 100 1e-08 0
locus294 50 2 100 1e-08 0
locus295 50 1 100 1e-08 0
locus295 50 2 100 1e-08 0
locus296 50 1 100 1e-08 0
locus296 50 2 100 1e-08 0
locus297 50 1 100 1e-08 0
locus297 50 2 100 1e-08 0
locus298 50 1 100 1e-08 0
locus298 50 2 100 1e-08 0
locus299 50 1 100 1e-08 0
locus299 50 2 100 1e-08 0
locus300 50 1 100 1e-08 0
locus300 50 2 100 1e-08 0
locus301 50 1 100 1e-08 0
locus301 50 2 100 1e-08 0
locus302 50 1 100 1e-08 0
locus302 50 2 100 1e-08 0
locus303 50 1 100 1e-08 0
locus303 50 2 100 1e-08 0
locus304 50 1 100 1e-08 0
locus304 50 2 100 1e-08 0
locus305 50 1 100 1e-08 0
locus305 50 2 100 1e-08 0
locus306 50 1 100 1e-08 0
locus306 50 2 100 1e-08 0
locus307 50 1 100 1e-08 0
locus307 50 2 100 1e-08 0
locus308 50 1 100 1e-08 0
locus308 50 2 100 1e-08 0
locus309 50 1 100 1e-08 0
locus309 50 2 100 1e-08 0
locus310 50 1 100 1e-08 0
locus310 50 2 100 1e-08 0
locus311 50 1 100 1e-08 0
locus311 50 2 100 1e-08 0
locus312 50 1 100 1e-08 0
locus312 50 2 100 1e-08 0
locus313 50 1 100 1e-08 0
locus313 50 2 100 1e-08 0
locus314 50 1 100 1e-08 0
locus314 50 2 100 1e-08 0
locus315 50 1 100 1e-08 0
locus315 50 2 100 1e-08 0
locus316 50 1 100 1e-08 0
locus316 50 2 100 1e-08 0
locus317 50 1 100 1e-08 0
locus317 50 2 100 1e-08 0
locus318 50 1 100 1e-08 0
locus318 50 2 100 1e-08 0
locus319 50 1 100 1e-08 0
locus319 50 2 100 1e-08 0
locus320 50 1 100 1e-08 0
locus320 50 2 100 1e-08 0
locus321 50 1 100 1e-08 0
locus321 50 2 100 1e-08 0
locus322 50 1 100 1e-08 0
locus322 50 2 100 1e-08 0
locus323 50 1 100 1e-08 0
locus323 50 2 100 1e-08 0
locus324 50 1 100 1e-08 0
locus324 50 2 100 1e-08 0
locus325 50 1 100 1e-08 0
locus325 50 2 100 1e-08 0
locus326 50 1 100 1e-08 0
locus326 50 2 100 1e-08 0
locus327 50 1 100 1e-08 0
locus327 50 2 100 1e-08 0
locus328 50 1 100 1e-08 0
locus328 50 2 100 1e-08 0
locus329 50 1 100 1e-08 0
locus329 50 2 100 1e-08 0
locus330 50 1 100 1e-08 0
locus330 50 2 100 1e-08 0
locus331 50 1 100 1e-08 0
locus331 50 2 100 1e-08 0
locus332 50 1 100 1e-08 0
locus332 50 2 100 1e-08 0
locus333 50 1 100 1e-08 0
locus333 50 2 100 1e-08 0
locus334 50 1 100 1e-08 0
locus334 50 2 100 1e-08 0
locus335 50 1 100 1e-08 0
locus335 50 2 100 1e-08 0
locus336 50 1 100 1e-08 0
locus336 50 2 100 1e-08 0
locus337 50 1 100 1e-08 0
locus337 50 2 100 1e-08 0
locus338 50 1 100 1e-08 0
locus338 50 2 100 1e-08 0
locus339 50 1 100 1e-08 0
locus339 50 2 100 1e-08 0
locus340 50 1 100 1e-08 0
locus340 50 2 100 1e-08 0
locus341 50 1 100 1e-08 0
locus341 50 2 100 1e-08 0
locus342 50 1 100 1e-08 0
locus342 50 2 100 1e-08 0
locus343 50 1 100 1e-08 0
locus343 50 2 100 1e-08 0
locus344 50 1 100 1e-08 0
locus344 50 2 100 1e-08 0
locus345 50 1 100 1e-08 0
locus345 50 2 100 1e-08 0
locus346 50 1 100 1e-08 0
locus346 50 2 100 1e-08 0
locus347 50 1 100 1e-08 0
locus347 50 2 100 1e-08 0
locus348 50 1 100 1e-08 0
locus348 50 2 100 1e-08 0
locus349 50 1 100 1e-08 0
locus349 50 2 100 1e-08 0
locus350 50 1 100 1e-08 0
locus350 50 2 100 1e-08 0
locus351 50 1 100 1e-08 0
locus351 50 2 100 1e-08 0
locus352 50 1 100 1e-08 0
locus352 50 2 100 1e-08 0
locus353 50 1 100 1e-08 0
locus353 50 2 100 1e-08 0
locus354 50 1 100 1e-08 0
locus354 50 2 100 1e-08 0
locus355 50 1 100 1e-08 0
locus355 50 2 100 1e-08 0
locus356 50 1 100 1e-08 0
locus356 50 2 100 1e-08 0
locus357 50 1 100 1e-08 0
locus357 50 2 100 1e-08 0
locus358 50 1 100 1e-08 0
locus358 50 2 100 1e-08 0
locus359 50 1 100 1e-08 0
locus359 50 2 100 1e-08 0
locus360 50 1 100 1e-08 0
locus360 50 2 100 1e-08 0
locus361 50 1 100 1e-08 0
locus361 50 2 100 1e-08 0
locus362 50 1 100 1e-08 0
locus362 50 2 100 1e-08 0
locus363 50 1 100 1e-08 0
locus363 50 2 100 1e-08 0
locus364 50 1 100 1e-08 0
locus364 50 2 100 1e-08 0
locus365 50 1 100 1e-08 0
locus365 50 2 100 1e-08 0
locus366 50 1 100 1e-08 0
locus366 50 2 100 1e-08 0
locus367 50 1 100 1e-08 0
locus367 50 2 100 1e-08 0
locus368 50 1 100 1e-08 0
locus368 50 2 100 1e-08 0
locus369 50 1 100 1e-08 0
locus369 50 2 100 1e-08 0
locus370 50 1 100 1e-08 0
locus370 50 2 100 1e-08 0
locus371 50 1 100 1e-08 0
locus371 50 2 100 1e-08 0
locus372 50 1 100 1e-08 0
locus372 50 2 100 1e-08 0
locus373 50 1 100 1e-08 0
locus373 50 2 100 1e-08 0
locus374 50 1 100 1e-08 0
locus374 50 2 100 1e-08 0
locus375 50 1 100 1e-08 0
locus375 50 2 100 1e-08 0
locus376 50 1 100 1e-08 0
locus376 50 2 100 1e-08 0
locus377 50 1 100 1e-08 0
locus377 50 2 100 1e-08 0
locus378 50 1 100 1e-08 0
locus378 50 2 100 1e-08 0
locus379 50 1 100 1e-08 0
locus379 50 2 100 1e-08 0
locus380 50 1 100 1e-08 0
locus380 50 2 100 1e-08 0
locus381 50 1 100 1e-08 0
locus381 50 2 100 1e-08 0
locus382 50 1 100 1e-08 0
locus382 50 2 100 1e-08 0
locus383 50 1 100 1e-08 0
locus383 50 2 100 1e-08 0
locus384 50 1 100 1e-08 0
locus384 50 2 100 1e-08 0
locus385 50 1 100 1e-08 0
locus385 50 2 100 1e-08 0
locus386 50 1 100 1e-08 0
locus386 50 2 100 1e-08 0
locus387 50 1 100 1e-08 0
locus387 50 2 100 1e-08 0
locus388 50 1 100 1e-08 0
locus388 50 2 100 1e-08 0
locus389 50 1 100 1e-08 0
locus389 50 2 100 1e-08 0
locus390 50 1 100 1e-08 0
locus390 50 2 100 1e-08 0
locus391 50 1 100 1e-08 0
locus391 50 2 100 1e-08 0
locus392 50 1 100 1e-08 0
locus392 50 2 100 1e-08 0
locus393 50 1 100 1e-08 0
locus393 50 2 100 1e-08 0
locus394 50 1 100 1e-08 0
locus394 50 2 100 1e-08 0
locus395 50 1 100 1e-08 0
locus395 50 2 100 1e-08 0
locus396 50 1 100 1e-08 0
locus396 50 2 100 1e-08 0
locus397 50 1 100 1e-08 0
locus397 50 2 100 1e-08 0
locus398 50 1 100 1e-08 0
locus398 50 2 100 1e-08 0
locus399 50 1 100 1e-08 0
locus399 50 2 100 1e-08 0
locus400 50 1 100 1e-08 0
locus400 50 2 100 1e-08 0
locus401 50 1 100 1e-08 0
locus401 50 2 100 1e-08 0
locus402 50 1 100 1e-08 0
locus402 50 2 100 1e-08 0
locus403 50 1 100 1e-08 0
locus403 50 2 100 1e-08 0
locus404 50 1 100 1e-08 0
locus404 50 2 100 1e-08 0
locus405 50 1 100 1e-08 0
locus405 50 2 100 1e-08 0
locus406 50 1 100 1e-08 0
locus406 50 2 100 1e-08 0
locus407 50 1 100 1e-08 0
locus407 50 2 100 1e-08 0
locus408 50 1 100 1e-08 0
locus408 50 2 100 1e-08 0
locus409 50 1 100 1e-08 0
locus409 50 2 100 1e-08 0
locus410 50 1 100 1e-08 0
locus410 50 2 100 1e-08 0
locus411 50 1 100 1e-08 0
locus411 50 2 100 1e-08 0
